OSEBuildingID,BuildingType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ComplianceStatus,ENERGYSTARScore,Outlier,SiteEnergyUse(kBtu)
21226,NonResidential,NORTHWEST,2001,1.0,2,16518,26275,Office,26275.0,Parking,16518.0,,,Compliant,27.0,,1772188.5
21233,NonResidential,NORTHWEST,2007,1.0,2,0,45000,Other - Recreation,45000.0,,,,,Compliant,,,5912066.0
21236,NonResidential,NORTHWEST,1998,1.0,1,0,26115,Retail Store,26115.0,,,,,Compliant,43.0,,1689372.625
21239,NonResidential,NORTHEAST,1949,1.0,1,0,26033,Worship Facility,30044.0,Parking,0.0,,,Compliant,78.0,,1149140.25
21243,NonResidential,MAGNOLIA / QUEEN ANNE,2007,1.0,4,0,48660,K-12 School,49468.0,,,,,Compliant,82.0,,1881516.125
21244,NonResidential,MAGNOLIA / QUEEN ANNE,1970,1.0,2,0,46539,Senior Care Community,46539.0,,,,,Compliant,73.0,,5400049.5
21262,NonResidential,DOWNTOWN,1909,1.0,4,0,29796,Residence Hall/Dormitory,29796.0,,,,,Compliant,47.0,,2233262.0
21265,NonResidential,DOWNTOWN,1920,1.0,2,0,26400,Retail Store,14428.0,Office,7200.0,Parking,2788.0,Compliant,36.0,,983595.875
21266,NonResidential,DOWNTOWN,1918,1.0,3,0,38148,Office,37853.0,Retail Store,12495.0,,,Compliant,98.0,,1262255.75
21270,NonResidential,LAKE UNION,1928,1.0,2,0,28800,Non-Refrigerated Warehouse,14400.0,Office,14400.0,,,Compliant,,,456953.0
21278,NonResidential,MAGNOLIA / QUEEN ANNE,1955,1.0,5,0,31945,Worship Facility,31945.0,Parking,0.0,,,Compliant,4.0,,1806468.0
21290,NonResidential,MAGNOLIA / QUEEN ANNE,1985,1.0,5,33055,52908,Office,52908.0,Parking,33055.0,,,Compliant,43.0,,4480961.0
21310,NonResidential,DOWNTOWN,1900,1.0,4,0,34680,Retail Store,34680.0,,,,,Compliant,92.0,,1169948.875
21313,NonResidential,DOWNTOWN,1968,1.0,3,34510,40548,Worship Facility,75058.0,,,,,Compliant,24.0,,5587347.0
21315,NonResidential,DOWNTOWN,1903,1.0,3,0,57720,Office,25000.0,,,,,Non-Compliant,,Low outlier,24105.5
21317,NonResidential,DOWNTOWN,1915,1.0,1,0,36504,Retail Store,16200.0,,,,,Compliant,2.0,,2100982.75
21318,NonResidential,DOWNTOWN,1907,1.0,6,0,35200,Office,35200.0,,,,,Compliant,8.0,,2998208.25
21319,NonResidential,DOWNTOWN,1907,1.0,5,0,35840,Office,35840.0,,,,,Compliant,83.0,,1538750.625
21321,NonResidential,DOWNTOWN,1941,1.0,2,0,25920,Bank Branch,23230.0,,,,,Compliant,60.0,,1333432.125
21322,NonResidential,DOWNTOWN,1928,1.0,4,0,30525,Office,15609.0,Retail Store,6104.0,,,Compliant,17.0,,2883139.0
21328,NonResidential,EAST,1964,1.0,4,0,49243,Other/Specialty Hospital,52284.0,,,,,Compliant,,,8476183.0
21336,NonResidential,EAST,1912,0.0,3,0,20411,Social/Meeting Hall,20411.0,,,,,Compliant,,,2014475.875
21351,NonResidential,EAST,1962,1.0,2,10285,20570,Medical Office,21571.0,,,,,Compliant,2.0,,2946756.25
21353,NonResidential,EAST,1910,1.0,3,0,73549,Office,41632.0,Worship Facility,31917.0,,,Compliant,90.0,,2828950.5
21364,NonResidential,EAST,1988,1.0,5,11400,34380,Other - Education,45780.0,Parking,4500.0,,,Compliant,,,10834087.0
21365,NonResidential,EAST,1963,0.0,3,0,39115,Medical Office,50000.0,,,,,Compliant,42.0,,3735308.5
21366,NonResidential,EAST,1916,1.0,3,0,38038,Other - Entertainment/Public Assembly,35886.0,Office,1184.0,Food Service,436.0,Compliant,,,1107290.625
21367,NonResidential,EAST,1962,1.0,3,0,37796,Worship Facility,53000.0,Parking,17600.0,,,Compliant,55.0,,2465983.5
21380,Nonresidential COS,Ballard,1993,1.0,1,0,27744,Office,18380.0,Other,6060.0,Data Center,3304.0,Compliant,,,5355753.0
21382,NonResidential,BALLARD,1960,1.0,1,0,36444,Non-Refrigerated Warehouse,36444.0,,,,,Compliant,80.0,,161311.0938
21388,NonResidential,BALLARD,1950,1.0,1,0,27553,Non-Refrigerated Warehouse,27553.0,,,,,Compliant,63.0,,966677.125
21389,NonResidential,BALLARD,1951,3.0,1,0,57310,Distribution Center,57310.0,,,,,Compliant,,,1253745.5
21391,NonResidential,LAKE UNION,1920,1.0,2,0,25920,Office,10109.0,Other - Services,7016.0,Restaurant,3609.0,Compliant,,,989079.5
21396,NonResidential,LAKE UNION,1919,1.0,3,0,40686,Restaurant,40686.0,,,,,Compliant,,,2106073.5
21397,NonResidential,LAKE UNION,1964,1.0,2,0,45271,Retail Store,45271.0,,,,,Compliant,57.0,,2553763.5
21398,NonResidential,LAKE UNION,1920,1.0,3,12180,16200,Office,28380.0,,,,,Compliant,62.0,,1372213.375
21399,NonResidential,LAKE UNION,2009,1.0,5,0,508160,Office,329850.0,Parking,162894.0,Food Service,11846.0,Compliant,77.0,,28053172.0
21401,NonResidential,LAKE UNION,1926,1.0,3,0,26176,Office,23730.0,,,,,Compliant,95.0,,966907.375
21413,NonResidential,LAKE UNION,1926,1.0,1,0,37740,Office,37481.0,Parking,0.0,,,Compliant,1.0,,7442314.5
21418,Nonresidential COS,MAGNOLIA / QUEEN ANNE,1961,1.0,1,0,26000,Other,49847.0,,,,,Compliant,,,5277482.5
21424,NonResidential,MAGNOLIA / QUEEN ANNE,2009,1.0,3,0,23241,Worship Facility,23241.0,,,,,Compliant,66.0,,739210.5
21425,NonResidential,MAGNOLIA / QUEEN ANNE,1962,1.0,1,0,155795,Other,155795.0,,,,,Compliant,,,17673018.0
21432,Nonresidential COS,MAGNOLIA / QUEEN ANNE,2002,1.0,1,0,21018,Other,21018.0,,,,,Compliant,,,1761137.5
21433,Nonresidential COS,MAGNOLIA / QUEEN ANNE,1998,1.0,1,0,30533,Museum,28631.0,,,,,Compliant,,,5903015.0
21435,NonResidential,MAGNOLIA / QUEEN ANNE,1961,1.0,2,0,33971,Other - Recreation,50000.0,,,,,Compliant,,,17686444.0
21436,Nonresidential COS,MAGNOLIA / QUEEN ANNE,1992,1.0,2,0,40600,Other,33000.0,,,,,Compliant,,,2485521.0
21438,NonResidential,LAKE UNION,1999,1.0,4,0,38038,Office,38038.0,Parking,19600.0,,,Compliant,84.0,,2003807.75
21442,NonResidential,LAKE UNION,2007,1.0,4,24596,40000,Office,41591.0,Parking,21350.0,,,Compliant,92.0,,2524228.25
21443,NonResidential,LAKE UNION,1928,1.0,3,6062,35404,Office,35404.0,Laboratory,5000.0,Parking,1250.0,Compliant,1.0,,9190442.0
21445,NonResidential,LAKE UNION,2013,1.0,6,100800,29910,Office,120548.0,Parking,88960.0,Bank Branch,5436.0,Compliant,92.0,,7429423.0
21447,NonResidential,LAKE UNION,1926,1.0,4,0,35780,Office,22341.0,Retail Store,8214.0,Parking,5225.0,Compliant,77.0,,1912760.75
21459,NonResidential,MAGNOLIA / QUEEN ANNE,1964,1.0,4,7308,17824,Office,8061.0,Parking,8000.0,Restaurant,2095.0,Compliant,41.0,,564754.1875
21464,Nonresidential COS,DOWNTOWN,1966,1.0,1,0,49680,Other,49680.0,,,,,Compliant,,,2844685.0
21465,Nonresidential COS,DOWNTOWN,1962,1.0,1,0,36314,Other,36314.0,,,,,Compliant,,,1832808.75
21468,NonResidential,DOWNTOWN,1916,1.0,2,0,25920,Other - Entertainment/Public Assembly,11888.0,Restaurant,4329.0,Retail Store,4029.0,Compliant,,,1257774.625
21469,NonResidential,DOWNTOWN,1919,1.0,4,0,47686,Office,25500.0,Retail Store,8500.0,,,Compliant,72.0,,2071670.25
21474,NonResidential,DOWNTOWN,1900,1.0,3,0,49760,Other,24019.0,,,,,Non-Compliant,,Low outlier,44293.5
21478,Campus,DOWNTOWN,1900,1.0,2,0,49280,Retail Store,15614.0,Restaurant,9240.0,Social/Meeting Hall,8199.0,Compliant,,,5437110.5
21482,Campus,DOWNTOWN,1912,1.0,2,0,25380,Restaurant,17114.0,Food Sales,6426.0,Office,1840.0,Compliant,,,6901554.0
21483,NonResidential,DOWNTOWN,1915,1.0,6,0,40715,Office,20895.0,Retail Store,16260.0,Non-Refrigerated Warehouse,3560.0,Compliant,,,2827772.75
21488,NonResidential,DOWNTOWN,1990,1.0,4,34800,47265,Parking,36036.0,Office,27594.0,Retail Store,13945.0,Compliant,91.0,,1717130.875
21495,NonResidential,DOWNTOWN,1910,1.0,4,0,36160,Office,36160.0,,,,,Compliant,47.0,,1862176.875
21496,NonResidential,DOWNTOWN,1918,1.0,1,0,34617,Other - Restaurant/Bar,6455.0,Office,5813.0,Manufacturing/Industrial Plant,5581.0,Compliant,,,5136604.5
21505,NonResidential,DOWNTOWN,1909,1.0,5,0,66900,Office,68048.0,,,,,Compliant,100.0,,1634178.25
21506,NonResidential,DOWNTOWN,1910,1.0,3,0,29340,Office,12714.0,Multifamily Housing,11592.0,Restaurant,2836.0,Compliant,,,2160420.0
21508,NonResidential,DOWNTOWN,1930,0.0,2,0,22710,Food Service,22710.0,,,,,Compliant,,,287763.5
21515,NonResidential,LAKE UNION,2000,1.0,3,13540,36959,Office,36959.0,Parking,13540.0,,,Compliant,13.0,,3205182.5
21520,NonResidential,LAKE UNION,1964,1.0,5,9605,44860,Office,57972.0,Parking,0.0,,,Compliant,68.0,,3600571.25
21521,NonResidential,EAST,1930,1.0,2,0,45960,K-12 School,45960.0,,,,,Compliant,56.0,,4167253.75
21530,NonResidential,LAKE UNION,1959,1.0,2,0,21128,Office,21128.0,,,,,Compliant,97.0,,436604.0938
21533,NonResidential,LAKE UNION,2008,1.0,4,0,274442,Hotel,108763.0,Parking,105499.0,Multifamily Housing,58152.0,Compliant,,,9155568.0
21534,NonResidential,LAKE UNION,2013,1.0,3,0,51552,Office,54150.0,Data Center,650.0,,,Compliant,,,1539066.375
21535,NonResidential,LAKE UNION,1959,1.0,4,0,38520,Hotel,38500.0,,,,,Compliant,37.0,,2804534.0
21537,NonResidential,LAKE UNION,1961,1.0,3,4256,24930,Hotel,19000.0,,,,,Compliant,95.0,,867184.375
21546,NonResidential,LAKE UNION,1960,1.0,1,0,27338,Worship Facility,27338.0,,,,,Compliant,56.0,,581289.0
21795,NonResidential,EAST,1999,1.0,2,65640,20110,Parking,65000.0,K-12 School,20000.0,,,Compliant,,,2045592.0
21549,NonResidential,MAGNOLIA / QUEEN ANNE,1962,1.0,2,0,34416,Laboratory,20649.0,Office,13767.0,Parking,2000.0,Compliant,,,12015936.0
21550,NonResidential,MAGNOLIA / QUEEN ANNE,1930,1.0,3,0,45864,Office,45864.0,,,,,Compliant,94.0,,2590622.0
21557,NonResidential,NORTHWEST,1999,1.0,2,0,49252,K-12 School,61099.0,,,,,Compliant,23.0,,3485865.5
21570,SPS-District K-12,North,1950,1.0,1,0,34005,K-12 School,50337.0,,,,,Error - Correct Default Data,94.0,,991918.0
21578,SPS-District K-12,SOUTHWEST,1949,1.0,1,0,41221,K-12 School,60814.0,,,,,Error - Correct Default Data,83.0,,2246747.5
21580,NonResidential,LAKE UNION,1987,1.0,3,0,33176,Office,33176.0,Parking,15000.0,,,Compliant,89.0,,1426279.5
21582,NonResidential,LAKE UNION,1993,1.0,3,3764,21430,Retail Store,10751.0,Medical Office,8044.0,Office,2635.0,Compliant,,,1878742.875
21601,SPS-District K-12,SOUTHEAST,2000,1.0,2,0,75605,K-12 School,75605.0,,,,,Error - Correct Default Data,83.0,,2274873.5
21604,SPS-District K-12,SOUTHEAST,2008,1.0,2,0,29525,K-12 School,29525.0,,,,,Error - Correct Default Data,77.0,,1297812.75
21611,NonResidential,GREATER DUWAMISH,1977,1.0,99,0,21948,Worship Facility,21948.0,,,,,Compliant,80.0,,326001.1875
21613,NonResidential,EAST,1927,1.0,3,0,31191,Other - Recreation,30095.0,Self-Storage Facility,1096.0,,,Compliant,,,5876439.0
21616,SPS-District K-12,NORTH,1954,1.0,1,0,42292,K-12 School,43188.0,,,,,Error - Correct Default Data,100.0,,0.0
21617,NonResidential,NORTH,1947,1.0,1,0,37377,"Repair Services (Vehicle, Shoe, Locksmith, etc)",31303.0,Retail Store,3468.0,Office,840.0,Compliant,,,3040978.0
21622,NonResidential,GREATER DUWAMISH,1977,1.0,1,0,29380,Non-Refrigerated Warehouse,16768.0,Office,6837.0,Other,5775.0,Compliant,33.0,,856088.625
21656,NonResidential,EAST,1922,1.0,2,0,22688,Worship Facility,22688.0,,,,,Compliant,87.0,,331675.0
21687,NonResidential,SOUTHEAST,1962,1.0,2,0,22364,Adult Education,22364.0,Parking,0.0,,,Compliant,,,1467029.75
21689,NonResidential,GREATER DUWAMISH,1982,1.0,2,0,41262,Office,40738.0,,,,,Compliant,84.0,,1903455.875
21716,NonResidential,LAKE UNION,1953,1.0,2,0,43183,Office,26580.0,Data Center,11497.0,,,Compliant,,,7408342.0
21723,NonResidential,NORTH,1908,1.0,3,0,45680,Worship Facility,45680.0,,,,,Compliant,79.0,,2077039.375
21741,NonResidential,LAKE UNION,2006,1.0,14,0,724148,Senior Care Community,726000.0,,,,,Compliant,8.0,,37797084.0
21768,NonResidential,SOUTHWEST,1957,1.0,1,0,23562,Worship Facility,18278.0,Office,15212.0,,,Compliant,96.0,,531737.1875
21772,NonResidential,Ballard,1999,1.0,4,0,28844,Office,10292.0,Other,10200.0,,,Compliant,,,910718.6875
21774,SPS-District K-12,DELRIDGE,1988,1.0,2,0,54528,K-12 School,54285.0,,,,,Error - Correct Default Data,75.0,,1972078.625
21783,NonResidential,GREATER DUWAMISH,1989,1.0,1,0,21101,Non-Refrigerated Warehouse,18373.0,Office,2728.0,,,Compliant,,,675772.875
21784,NonResidential,GREATER DUWAMISH,1914,1.0,2,0,45594,Refrigerated Warehouse,45594.0,,,,,Compliant,75.0,,1351267.875
21785,NonResidential,GREATER DUWAMISH,1950,1.0,1,0,26660,Manufacturing/Industrial Plant,26660.0,,,,,Compliant,,,2241280.5
21786,NonResidential,GREATER DUWAMISH,1975,1.0,1,0,28126,Non-Refrigerated Warehouse,21780.0,Office,6346.0,,,Compliant,44.0,,870625.8125
21787,NonResidential,GREATER DUWAMISH,1964,1.0,1,0,35000,Non-Refrigerated Warehouse,35000.0,,,,,Compliant,53.0,,378714.4063
21792,NonResidential,GREATER DUWAMISH,1962,1.0,1,0,26150,Non-Refrigerated Warehouse,26150.0,,,,,Compliant,6.0,,1208407.625
21793,NonResidential,GREATER DUWAMISH,1967,1.0,2,0,24000,Office,24000.0,,,,,Compliant,73.0,,1088556.25
21794,NonResidential,EAST,1968,1.0,5,0,43594,K-12 School,40809.0,,,,,Compliant,38.0,,2478045.5
21822,NonResidential,LAKE UNION,1912,1.0,1,0,28080,Distribution Center,25580.0,Office,2500.0,,,Compliant,,,794724.625
21879,NonResidential,NORTHWEST,1954,1.0,2,0,51298,Senior Care Community,51298.0,,,,,Compliant,85.0,,5655578.0
21883,NonResidential,NORTHWEST,1962,1.0,1,0,22047,Worship Facility,22898.0,Parking,0.0,,,Compliant,100.0,,265774.9063
21893,NonResidential,GREATER DUWAMISH,1979,1.0,1,0,31600,Non-Refrigerated Warehouse,31600.0,,,,,Compliant,3.0,,3363535.5
21894,NonResidential,GREATER DUWAMISH,2007,1.0,1,0,35289,Non-Refrigerated Warehouse,35289.0,,,,,Compliant,63.0,,876425.0
21896,NonResidential,GREATER DUWAMISH,1981,1.0,1,0,28920,Non-Refrigerated Warehouse,30000.0,,,,,Compliant,50.0,,1750419.0
21897,NonResidential,GREATER DUWAMISH,1978,1.0,1,0,22176,Non-Refrigerated Warehouse,22176.0,,,,,Compliant,60.0,,736428.625
21898,NonResidential,GREATER DUWAMISH,1978,1.0,1,0,31300,Non-Refrigerated Warehouse,31300.0,,,,,Error - Correct Default Data,89.0,,362874.0
21902,NonResidential,GREATER DUWAMISH,1979,1.0,1,0,22000,Non-Refrigerated Warehouse,22000.0,Parking,0.0,,,Error - Correct Default Data,14.0,,700627.625
21904,NonResidential,NORTH,1974,1.0,3,0,39927,Office,39541.0,Parking,0.0,,,Compliant,38.0,,3568419.5
21905,NonResidential,NORTH,1979,1.0,1,0,30610,Other - Recreation,23320.0,Office,7290.0,,,Compliant,,,4294550.0
21907,NonResidential,NORTH,1980,1.0,2,6350,20580,Medical Office,26930.0,,,,,Compliant,64.0,,1002995.0
21909,NonResidential,NORTH,1968,1.0,2,0,38745,Medical Office,65069.0,Parking,0.0,,,Compliant,76.0,,2890379.0
21913,NonResidential,NORTHEAST,1959,1.0,2,0,20296,Self-Storage Facility,20296.0,,,,,Compliant,,,855665.125
21916,NonResidential,NORTHEAST,1945,1.0,2,0,22135,Medical Office,10388.0,Office,8116.0,Retail Store,3200.0,Compliant,,,1261634.5
21917,NonResidential,NORTHEAST,1967,1.0,3,0,38378,Medical Office,35066.0,Parking,3312.0,,,Compliant,86.0,,1645605.125
21920,NonResidential,NORTHEAST,1980,1.0,2,0,33576,Non-Refrigerated Warehouse,33576.0,,,,,Compliant,64.0,,1275231.75
21921,NonResidential,NORTHEAST,1975,1.0,1,0,33005,Supermarket/Grocery Store,34982.0,Parking,0.0,,,Compliant,21.0,,10642754.0
21945,NonResidential,EAST,1981,1.0,1,0,20971,Parking,23483.0,Retail Store,10360.0,Medical Office,8509.0,Compliant,,,729397.1875
21955,NonResidential,MAGNOLIA / QUEEN ANNE,1927,1.0,3,0,23910,Office,20000.0,Retail Store,3910.0,,,Compliant,,,873577.3125
21964,NonResidential,BALLARD,1910,1.0,2,0,21765,Worship Facility,21765.0,,,,,Compliant,80.0,,431390.4063
22062,Campus,EAST,1939,1.0,2,0,2200000,College/University,1719643.0,Parking,318960.0,,,Compliant,,,114648520.0
22078,NonResidential,CENTRAL,1901,1.0,2,0,26560,Worship Facility,26560.0,,,,,Compliant,1.0,,1751483.875
22095,NonResidential,LAKE UNION,1957,1.0,2,0,20140,Non-Refrigerated Warehouse,20140.0,,,,,Compliant,49.0,,116486.6016
22139,NonResidential,GREATER DUWAMISH,1992,1.0,2,0,38845,Retail Store,38845.0,Parking,6000.0,,,Compliant,82.0,,6917280.0
22142,NonResidential,GREATER DUWAMISH,1953,1.0,1,0,26092,Supermarket/Grocery Store,25946.0,Parking,0.0,,,Compliant,40.0,,7619445.0
22149,SPS-District K-12,NORTH,1955,1.0,1,0,38582,K-12 School,40374.0,,,,,Error - Correct Default Data,85.0,,1848878.5
22163,NonResidential,GREATER DUWAMISH,1967,1.0,1,0,25500,Office,25500.0,,,,,Compliant,98.0,,1213869.75
22165,NonResidential,GREATER DUWAMISH,1961,1.0,1,0,41895,Non-Refrigerated Warehouse,37524.0,Office,2596.0,,,Compliant,,,1242311.5
22166,NonResidential,GREATER DUWAMISH,1958,1.0,2,0,56193,Retail Store,56193.0,,,,,Compliant,,,2497942.75
22223,NonResidential,BALLARD,1922,1.0,3,0,35448,K-12 School,35448.0,,,,,Compliant,97.0,,1379932.5
22230,NonResidential,BALLARD,1966,1.0,1,0,29214,Supermarket/Grocery Store,29214.0,,,,,Compliant,8.0,,9336239.0
22240,NonResidential,BALLARD,2000,1.0,1,43035,46068,Supermarket/Grocery Store,47034.0,Parking,0.0,,,Compliant,34.0,,14029480.0
22252,NonResidential,BALLARD,1961,1.0,1,0,32000,Other - Recreation,29880.0,Office,4700.0,,,Compliant,,,1331122.125
22259,NonResidential,BALLARD,1910,1.0,2,0,31140,Other,14840.0,Retail Store,9400.0,Non-Refrigerated Warehouse,6900.0,Compliant,,,935580.3125
22261,NonResidential,BALLARD,1975,1.0,3,0,41478,Non-Refrigerated Warehouse,31932.0,Office,9546.0,,,Compliant,3.0,,3035962.25
22264,NonResidential,BALLARD,1980,1.0,1,0,39840,Non-Refrigerated Warehouse,39840.0,,,,,Compliant,2.0,,752104.0
22312,Nonresidential COS,BALLARD,2004,1.0,1,15576,15000,Library,15000.0,Other - Services,3100.0,,,Compliant,,,1533245.75
22327,NonResidential,BALLARD,1924,1.0,2,0,21528,Social/Meeting Hall,21528.0,,,,,Compliant,,,306911.0938
22332,NonResidential,BALLARD,1928,1.0,2,0,30000,Strip Mall,25828.0,Parking,0.0,,,Compliant,,,1094940.75
22420,NonResidential,BALLARD,1942,1.0,2,0,30087,Other,30554.0,,,,,Compliant,,,5274642.0
22438,NonResidential,BALLARD,1975,1.0,1,0,40445,Worship Facility,40445.0,,,,,Compliant,92.0,,786253.6875
22440,NonResidential,BALLARD,1996,1.0,1,0,23500,Retail Store,23500.0,,,,,Compliant,53.0,,1137967.5
22454,NonResidential,Ballard,1967,1.0,1,0,22420,Retail Store,23067.0,,,,,Compliant,82.0,,1404253.75
22479,NonResidential,MAGNOLIA / QUEEN ANNE,1961,1.0,1,0,25842,Supermarket/Grocery Store,25987.0,,,,,Compliant,35.0,,8518313.0
22480,NonResidential,MAGNOLIA / QUEEN ANNE,1992,1.0,3,0,26389,Office,16766.0,Fitness Center/Health Club/Gym,9623.0,,,Compliant,,,1208035.375
22486,NonResidential,MAGNOLIA / QUEEN ANNE,1982,1.0,3,0,25859,Office,25859.0,Parking,4000.0,,,Compliant,88.0,,858780.625
22502,NonResidential,MAGNOLIA / QUEEN ANNE,1974,1.0,1,0,25600,Non-Refrigerated Warehouse,20600.0,Office,5000.0,,,Compliant,1.0,,1730600.625
22504,NonResidential,MAGNOLIA / QUEEN ANNE,1965,1.0,1,0,23169,Manufacturing/Industrial Plant,10200.0,,,,,Compliant,,,222255.9063
22509,NonResidential,MAGNOLIA / QUEEN ANNE,2008,1.0,4,8399,33385,Office,33385.0,Parking,8399.0,,,Compliant,89.0,,1294615.25
22511,NonResidential,MAGNOLIA / QUEEN ANNE,1960,1.0,1,0,56884,Non-Refrigerated Warehouse,56884.0,,,,,Compliant,71.0,,1388345.125
22519,NonResidential,BALLARD,1989,1.0,1,0,32810,Retail Store,32810.0,,,,,Compliant,66.0,,2017967.75
22547,NonResidential,MAGNOLIA / QUEEN ANNE,1980,1.0,3,0,30989,Self-Storage Facility,30989.0,,,,,Compliant,,,97690.39844
22548,NonResidential,MAGNOLIA / QUEEN ANNE,1915,1.0,3,0,39952,Self-Storage Facility,39952.0,,,,,Compliant,,,57133.19922
22574,NonResidential,MAGNOLIA / QUEEN ANNE,1961,1.0,2,0,20022,Office,20784.0,,,,,Compliant,80.0,,657385.8125
22577,NonResidential,MAGNOLIA / QUEEN ANNE,1960,1.0,2,0,36498,Distribution Center,18229.0,Non-Refrigerated Warehouse,17200.0,,,Compliant,89.0,,520011.8125
22579,NonResidential,MAGNOLIA / QUEEN ANNE,1968,1.0,1,0,35946,Distribution Center,31845.0,Office,4101.0,,,Compliant,,,469499.8125
22585,NonResidential,MAGNOLIA / QUEEN ANNE,2007,1.0,4,5680,24472,Office,25184.0,Parking,4968.0,,,Compliant,96.0,,845044.125
22607,NonResidential,MAGNOLIA / QUEEN ANNE,1979,1.0,4,0,22365,Office,21617.0,,,,,Compliant,71.0,,727385.8125
22609,NonResidential,MAGNOLIA / QUEEN ANNE,1994,1.0,4,0,30172,Office,30172.0,,,,,Compliant,82.0,,904059.875
22650,NonResidential,BALLARD,1927,1.0,4,0,42500,Non-Refrigerated Warehouse,42500.0,Retail Store,5091.0,,,Compliant,100.0,,241478.5938
22654,NonResidential,BALLARD,1901,1.0,4,0,23032,Office,14448.0,Restaurant,5300.0,Retail Store,1460.0,Compliant,,,1121537.75
22672,NonResidential,BALLARD,1900,1.0,3,4914,40836,Other,42850.0,Parking,2900.0,,,Compliant,,,7240274.0
22676,NonResidential,BALLARD,1968,1.0,2,0,23500,Office,23500.0,,,,,Compliant,26.0,,1686405.0
22678,NonResidential,BALLARD,1966,1.0,1,0,22282,Office,22282.0,,,,,Compliant,93.0,,579888.3125
22679,NonResidential,BALLARD,1902,1.0,2,0,24000,Self-Storage Facility,24000.0,,,,,Compliant,,,502898.6875
22684,NonResidential,BALLARD,1909,1.0,3,0,27085,Strip Mall,9500.0,Office,8196.0,Multifamily Housing,6700.0,Compliant,,,1995131.75
22801,Nonresidential COS,NORTH,1996,0.0,2,0,29258,Other - Recreation,31991.0,Fitness Center/Health Club/Gym,2648.0,Swimming Pool,0.0,Compliant,,,8086943.5
22804,NonResidential,NORTH,1931,1.0,2,0,37500,Office,37500.0,,,,,Compliant,58.0,,2235765.5
22810,NonResidential,NORTHWEST,1930,1.0,3,0,23983,K-12 School,23983.0,,,,,Compliant,61.0,,1164364.75
22818,NonResidential,DELRIDGE,1980,1.0,1,0,24100,Distribution Center,20100.0,Non-Refrigerated Warehouse,3500.0,,,Compliant,22.0,,809870.8125
22830,NonResidential,SOUTHWEST,1971,1.0,1,0,23772,Worship Facility,23772.0,,,,,Non-Compliant,100.0,Low outlier,100841.7031
22834,NonResidential,NORTHEAST,2004,3.0,2,0,31343,K-12 School,51515.0,,,,,Compliant,5.0,,3846501.25
22860,NonResidential,NORTHWEST,1996,1.0,3,22850,33062,Parking,24052.0,Office,23501.0,Retail Store,9561.0,Compliant,,,2450442.75
22863,NonResidential,MAGNOLIA / QUEEN ANNE,1957,1.0,2,0,20294,Other,18000.0,Office,2294.0,,,Compliant,,,1735995.75
22866,NonResidential,MAGNOLIA / QUEEN ANNE,1983,1.0,4,10849,29722,Office,24008.0,,,,,Compliant,64.0,,1286817.375
22867,NonResidential,MAGNOLIA / QUEEN ANNE,1983,1.0,4,15659,26048,Office,41707.0,Parking,12000.0,,,Compliant,78.0,,1755788.5
22881,NonResidential,MAGNOLIA / QUEEN ANNE,1960,1.0,2,0,57644,Office,20176.0,Other - Services,19440.0,Non-Refrigerated Warehouse,15490.0,Compliant,,,2189735.0
22883,NonResidential,MAGNOLIA / QUEEN ANNE,1955,1.0,2,0,39497,Non-Refrigerated Warehouse,25547.0,Office,13950.0,,,Compliant,9.0,,1700057.375
22936,Nonresidential COS,EAST,1932,1.0,1,0,33087,Other - Entertainment/Public Assembly,53776.0,,,,,Compliant,,,3548858.25
22940,NonResidential,NORTHWEST,1982,1.0,2,0,27574,Office,27574.0,,,,,Compliant,73.0,,1211349.25
22953,NonResidential,NORTH,1965,1.0,1,0,24982,Retail Store,24982.0,,,,,Error - Correct Default Data,99.0,,335245.0
22955,NonResidential,North,1998,1.0,5,0,43661,Senior Care Community,43661.0,Parking,0.0,,,Compliant,4.0,,3936421.5
22962,NonResidential,NORTHWEST,1987,1.0,3,27307,48798,Office,76105.0,,,,,Compliant,91.0,,2472350.25
23008,NonResidential,North,1952,1.0,2,0,32009,Non-Refrigerated Warehouse,17500.0,Retail Store,15770.0,Office,4000.0,Compliant,,,1998725.25
23011,NonResidential,NORTH,1966,1.0,1,0,41615,Retail Store,41615.0,,,,,Error - Correct Default Data,69.0,,1900006.25
23017,NonResidential,NORTH,1988,1.0,3,0,28841,Medical Office,28841.0,,,,,Compliant,55.0,,1459199.75
23020,NonResidential,NORTH,1977,2.0,2,0,33344,Self-Storage Facility,31360.0,Office,984.0,Parking,0.0,Compliant,,,123767.2031
23022,Nonresidential COS,NORTH,2005,2.0,1,0,30498,Other - Recreation,30498.0,,,,,Compliant,,,2436063.0
23040,NonResidential,DELRIDGE,1924,1.0,2,0,42975,K-12 School,21405.0,,,,,Compliant,92.0,,959352.0
23049,NonResidential,DELRIDGE,1963,1.0,1,0,23260,"Repair Services (Vehicle, Shoe, Locksmith, etc)",13075.0,Office,10185.0,,,Compliant,,,1612105.75
